Woensdag 6 september 2006,EK,groepfase,Polen,Servië,1,1
Woensdag 6 september 2006,EK,groepfase,Finland,Portugal,1,1
Woensdag 6 september 2006,EK,groepfase,Azerbeidzjan,Kazachstan,1,1
Woensdag 6 september 2006,EK,groepfase,Armenië,België,0,1
Woensdag 6 september 2006,EK,groepfase,Nederland,Wit-Rusland,3,0
Woensdag 6 september 2006,EK,groepfase,Bulgarije,Slovenië,3,0
Woensdag 6 september 2006,EK,groepfase,Albanië,Roemenië,0,2
Woensdag 6 september 2006,EK,groepfase,Frankrijk,Italië,3,1
Woensdag 6 september 2006,EK,groepfase,Litouwen,Schotland,1,2
Woensdag 6 september 2006,EK,groepfase,Oekraïne,Georgië,3,2
Woensdag 6 september 2006,EK,groepfase,Turkije,Malta,2,0
Woensdag 6 september 2006,EK,groepfase,Noorwegen,Moldavië,2,0
Woensdag 6 september 2006,EK,groepfase,Bosnië-Herzeg.,Hongarije,1,3
Zaterdag 7 oktober 2006,EK,groepfase,Wales,Slowakije,1,5
Zaterdag 7 oktober 2006,EK,groepfase,Faeröer Eil.,Litouwen,0,1
Zaterdag 7 oktober 2006,EK,groepfase,Rusland,Israël,1,1
Zaterdag 7 oktober 2006,EK,groepfase,Kazachstan,Polen,0,1
Zaterdag 7 oktober 2006,EK,groepfase,Tsjechië,San Marino,7,0
Zaterdag 7 oktober 2006,EK,groepfase,Engeland,N Macedonië,0,0
